class,text
notdetected,the lack of opposing viewpoints soon grows tiresome -- the film feels more like a series of toasts at a testimonial dinner than a documentary . 
notdetected,nothing plot-wise is worth e-mailing home about . 
notdetected,"we are left with a superficial snapshot that , however engaging , is insufficiently enlightening and inviting . "
notdetected,"helmer devito . . . attempts to do too many things in this story about ethics , payola , vice , murder , kids' tv and revenge . "
notdetected,it wouldn't be my preferred way of spending 100 minutes or $7 . 00 . 
notdetected,i hated every minute of it . 
notdetected,"[t]hose same extremes prevent us from taking its message seriously , and the stepford wives mentality doesn't work in a modern context . "
notdetected,obvious politics and rudimentary animation reduce the chances that the appeal of hey arnold ! the movie will reach far beyond its core demographic . 
notdetected,"there's no mistaking the fact that this hybrid misses the impact of the disney classic , and even that of the excellent 1934 mgm version . "
notdetected,"a simple , sometimes maddeningly slow film that has just enough charm and good acting to make it interesting , but is ultimately pulled under by the pacing and lack of creativity within . "
notdetected,"roger michell , who did an appealing job directing persuasion and notting hill in england , gets too artsy in his american debut . "
notdetected,"there is an almost poignant dimension to the way that every major stunt seagal's character . . . performs is shot from behind , as if it could fool us into thinking that we're not watching a double . "
notdetected,anthony hopkins ? big deal ! we've already seen the prequel to the silence of the lambs and hannibal -- and it was better the first time . 
notdetected,"ostensibly celebrates middle-aged girl power , even as it presents friendship between women as pathetic , dysfunctional and destructive . "
notdetected,"if this is an example of the type of project that robert redford's lab is willing to lend its imprimatur to , then perhaps it's time to rethink independent films . "
notdetected,pumpkin sits in a patch somewhere between mirthless todd solondzian satire and callow student film . 
notdetected,"not so much funny as aggressively sitcom-cute , it's full of throwaway one-liners , not-quite jokes , and a determined tv amiability that allen personifies . "
notdetected,"it's not that waiting for happiness is a bad film , because it isn't . it's just incredibly dull . "
notdetected,the sad thing about knockaround guys is its lame aspiration for grasping the coolness vibes when in fact the film isn't as flippant or slick as it thinks it is . 
notdetected,a cumbersome and cliche-ridden movie greased with every emotional device known to man . 
notdetected,"director ferzan ozpetek creates an interesting dynamic with the members of this group , who live in the same apartment building . but he loses his focus when he concentrates on any single person . "
notdetected,"egoyan's movie is too complicated to sustain involvement , and , if you'll excuse a little critical heresy , too intellectually ambitious . "
notdetected,"it wants to be thought of as a subversive little indie film , but it has all the qualities of a modern situation comedy . "
notdetected,"despite apparent motives to the contrary , it ends up being , like [seinfeld's] revered tv show , about pretty much nothing . "
notdetected,"shadyac shoots his film like an m . night shyamalan movie , and he frequently maintains the same snail's pace ; he just forgot to add any genuine tension . "
notdetected,plays less like a coming-of-age romance than an infomercial . 
notdetected,"there are a few laughs and clever sight gags scattered about , but not enough to make this anything more than another big-budget bust . "
notdetected,"the story's so preposterous that i didn't believe it for a second , despite the best efforts of everyone involved . "
notdetected,i've heard that the fans of the first men in black have come away hating the second one . i wonder why . they felt like the same movie to me . 
